,CLASS,TITLE_x,CASE_HISTORY,CLEAN_COMMENTS
1208,Ontario,Rediscover devices on both WWD and 24*7,"
*** NOTES 14/05/2019 11:00:22 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Hi Team,

please rediscover these devices asap.

IF-dhl-h-cn279-00017_GigabitEthernet0/1.339
IF-dhl-h-cn283-00006_GigabitEthernet0/1
IF-dhl-h-cn287-00022_GigabitEthernet0/1
IF-dhl-h-hk098-46180_GigabitEthernet0/1
IF-dhl-h-cn332-05638_GigabitEthernet0/0
IF-dhl-h-hk010-14492_FastEthernet0
IF-dhl-h-hk011-14010_FastEthernet4
IF-dhl-h-hk014-12884_FastEthernet4
IF-dhl-h-hk015-14493_FastEthernet4
IF-dhl-h-hk016-12885_FastEthernet4
IF-dhl-h-hk017-11110_FastEthernet4
IF-dhl-h-hk089-19882_GigabitEthernet0/1
IF-dhl-h-hk089-19884_GigabitEthernet0/1.2997
IF-dhl-h-hk095-11112_FastEthernet4
IF-dhl-h-hk098-46181_GigabitEthernet0/1
IF-dhl-h-hk108-04102_FastEthernet1
IF-dhl-h-hk109-13642_FastEthernet4
IF-dhl-h-hk110-03835_GigabitEthernet0/1
IF-dhl-h-hk111-11110_FastEthernet4
IF-dhl-h-hk113-05987_FastEthernet4
IF-dhl-h-my076-06957_GigabitEthernet0/2
IF-dhl-h-cn337-08371_GigabitEthernet0/1
IF-dhl-h-hk122-07677_GigabitEthernet0/1
IF-dhl-h-hk118-00001_GigabitEthernet0/0/1



*** NOTES 21/05/2019 18:06:27 nxscn51 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 21/05/2019 18:06:28 nxscn51
Case Closed
",rediscover asap IFdhlhcn27900017GigabitEthernet0/1339 IFdhlhcn28300006GigabitEthernet0/1 IFdhlhcn28700022GigabitEthernet0/1 IFdhlhhk09846180GigabitEthernet0/1 IFdhlhcn33205638GigabitEthernet0/0 IFdhlhhk01014492FastEthernet0 IFdhlhhk01114010FastEthernet4 IFdhlhhk01412884FastEthernet4 IFdhlhhk01514493FastEthernet4 IFdhlhhk01612885FastEthernet4 IFdhlhhk01711110FastEthernet4 IFdhlhhk08919882GigabitEthernet0/1 IFdhlhhk08919884GigabitEthernet0/12997 IFdhlhhk09511112FastEthernet4 IFdhlhhk09846181GigabitEthernet0/1 IFdhlhhk10804102FastEthernet1 IFdhlhhk10913642FastEthernet4 IFdhlhhk11003835GigabitEthernet0/1 IFdhlhhk11111110FastEthernet4 IFdhlhhk11305987FastEthernet4 IFdhlhmy07606957GigabitEthernet0/2 IFdhlhcn33708371GigabitEthernet0/1 IFdhlhhk12207677GigabitEthernet0/1 IFdhlhhk11800001GigabitEthernet0/0/1 nxscn51 nxscn51
1209,IONIX NCM,Unable to access NCM IONIX for PSBA,"
*** NOTES 14/05/2019 11:37:39 wsluser02 Action Type: PM Team
*** HELPWWW        Web Access02    wsluser02
Unable to access NCM IONIX for PSBA - Please can I have the same access as the following EIN: 609226566.  This has already been requested by MUI


 
*** RESEARCH LOG 14/05/2019 13:20:50 nxsgd46 Action Type: Action Taken
*** APLSUPIONIX        Sohan Dutta  +918017207442  nxsgd46
Access has been provided
*** Target Completion date modified 14/05/2019 13:53:53 nxsgd46 from 21/05/2019 11:37:38 to 14/05/2019 23:00:38
  Reason For Change of Request Target Completion D/T:  

*** NOTES 14/05/2019 13:53:54 nxsgd46 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 14/05/2019 13:53:54 nxsgd46
Case Closed
",Unable NCM IONIX PSBA EIN already requested MUI nxsgd46 APLSUPIONIX Sohan Dutta nxsgd46 Target Completion date modified nxsgd46 Reason Change Target Completion D/T nxsgd46 nxsgd46
1210,Ontario,Please check for devices -  not discoverable on ONTARIO,"
*** NOTES 14/05/2019 12:10:39 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Please check for devices -  not discoverable on ONTARIO


 
*** RESEARCH LOG 17/05/2019 12:05:52 nurjb89 Action Type: Action Taken
*** UKGSONTARIO2LS        Reshmanaidu Bevara  +91 8066882047  nurjb89

bxt-ap-pksg01-rtr-1         Device is not having connectivity with the Ontario poller. Please check with the TDA
bxt-we-dkcp01-rtr-1       Device is not having connectivity with the Ontario poller. Please check with the TDA
bxt-we-gbsf01-rtr-9        Re-tag the interfaces. 


*** NOTES 17/05/2019 12:07:23 nurjb89 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 17/05/2019 12:07:23 nurjb89
Case Closed
",discoverable ONTARIO nurjb89 UKGSONTARIO2LS nurjb89 bxtappksg01rtr1 connectivity Ontario poller TDA bxtwedkcp01rtr1 connectivity Ontario poller TDA bxtwegbsf01rtr9 Retag interfaces nurjb89 nurjb89
1211,EMSE SMARTS,SMARTS Alert for XJKTCUB01,"
*** NOTES 14/05/2019 12:11:08 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Hi Smarts team, 

Could you please check below alerts snip and let us know what is the exact meaning of /13 & /2 below highlighted. 



 
*** RESEARCH LOG 16/05/2019 14:15:32 nxsav46 Action Type: Action Taken
*** UKEEMSESMARTS        Srinivasa Vinodula  +91 9916543607  nxsav46
From: Vinodula,S,Srinivasa,TNG1 C 
Sent: Thursday, May 16, 2019 6:45 PM
To: Porwal,M,Manjari,JSE7 R <manjari.porwal@bt.com>
Cc: EMSE SMARTS G <emse.smarts@bt.com>; Narasimha,M,Maithreyi,TNG1 C <maithreyi.narasimha@bt.com>; Jain,M,Mudit,TNG1 C <mudit.2.jain@bt.com>
Subject: RE: Bridge case reference CE343667


Hi Manjari,

PFB alerts for the device ?clsa-cub_xjktcub01? from the case notes.


 << OLE Object: Picture (Device Independent Bitmap) >> 



Thanks and regards
Srinivasa Rao Vinodula
 << OLE Object: Picture (Device Independent Bitmap) >>  << OLE Object: Picture (Device Independent Bitmap) >> 
BT M n R
In Case of Escalation or Feedback , please contact Varsha Joseph varsha.joseph@infosys.com <mailto:varsha.joseph@infosys.com>






 
*** RESEARCH LOG 17/05/2019 12:44:09 nxsav46 Action Type: Action Taken
*** UKEEMSESMARTS        Srinivasa Vinodula  +91 9916543607  nxsav46
Closing the case as nothing is pending from SMArts.

*** NOTES 17/05/2019 12:44:32 nxsav46 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 17/05/2019 12:44:33 nxsav46
Case Closed
",Smarts Could alerts snip exact meaning /13 /2 highlighted nxsav46 UKEEMSESMARTS nxsav46 From S TNG1 C Sent Thursday May Porwal M Manjari JSE7 R manjariporwal Cc EMSE SMARTS G emsesmarts Narasimha M Maithreyi TNG1 C maithreyinarasimha Jain M Mudit TNG1 C mudit2jain Subject RE reference CE343667 Manjari PFB alerts clsacubxjktcub01 notes OLE Object Picture Independent Bitmap regards Rao OLE Object Picture Independent Bitmap OLE Object Picture Independent Bitmap M n R In Escalation Feedback contact varshajoseph infosyscom mailto varshajoseph infosyscom nxsav46 UKEEMSESMARTS nxsav46 Closing nothing pending SMArts nxsav46 nxsav46
1212,SMARTS MPLS,Needs to migrate FROST & SULLIVAN into SOE SMARTS server,"
*** NOTES 14/05/2019 13:34:07 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
CUST ID:- 2567663
Cust Name:- FROST & SULLIVAN 
PFM Category is NL-PFM
Time Interval:- 12 Min( By default)
Requires in NGSD


*** NOTES 16/05/2019 06:30:19 nxsfp41 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 16/05/2019 06:30:20 nxsfp41
Case Closed
",CUST Cust FROST SULLIVAN PFM Category NLPFM Time Interval Min By default Requires NGSD nxsfp41 nxsfp41
1213,EMSE SMARTS,SNMPV3 Discovery option in SMARTS,"
*** NOTES 14/05/2019 16:40:12 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Please help us to get SNMPv3 discovery option in SMARTS


 
*** EMAIL OUT 15/05/2019 11:35:47 nxvac09 Action Type: Internal email
Send to: [prashant.sapra@bt.com]
CC List: [emse.smarts@bt.com;vishnuvardhan.challa@bt.com]
*** UKEEMSESMARTS        Vishnu Vardhan Challa  +91 7842296669  nxvac09
Hi Prashant,

There is discovery option present in smarts dashborad.
We are get the device details from NMDB.
If the device is V3 device it will be rediscovered as V3 and as V2 if  its V2.
No seperate option is reqiried.

Thanks and Regrds,
Vishnu challa.

***************************************************************************
NOTE: Please do not reply or send queries as this mail box is not monitored.
***************************************************************************

*** NOTES 16/05/2019 07:17:30 nxvac09 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 16/05/2019 07:17:31 nxvac09
Case Closed
",help SNMPv3 discovery option SMARTS EMAIL OUT nxvac09 Send prashantsapra CC List emsesmarts vishnuvardhanchalla UKEEMSESMARTS Challa nxvac09 Prashant There discovery option present smarts dashborad V3 rediscovered V3 V2 V2 seperate option reqiried Regrds challa reply queries box monitored nxvac09 nxvac09
1214,EMSE SMARTS,EMSE SMARTS - un-ula-braval1-asw003-stack02,"
*** NOTES 14/05/2019 16:46:07 FIXITBOT1 Action Type: PM Team
*** BTCOREDESK        AUTOMATED PASSWORD    FIXITBOT1
Service Request Case. Generated by BTFixIT Bridge Service Request System.

Application: EMSE SMARTS
Name: Isha Sharma
UIN: 606418667
E-mail: isha.sharma@bt.com
Primary Contact: 03316631264
Secondary Contact: 9650192529
--------------------------------

EMSE SMARTS Issue : Other Issues
No screenshot provided.
--------------------------------
Full Description: FCW1943B1ZK
un-ula-braval1-asw003-stack02 Serial no could not be checked in telnet


**************************

Case should be dispatched to - UKEEMSESMARTS

[!<For Internal Use Only
BTFixIT Bridge Service Request Robot generated note!]


 
*** RESEARCH LOG 15/05/2019 08:21:33 nxbap51 Action Type: Action Taken
***  Auto Inactive Workgroup        Bhanu Chandra Pendem  07467 472 666  nxbap51
<BT/Infosys><UKEEMSESMARTS><APP07163><+44-7467472666>
Initial observation  - <EMSE SMARTS - un-ula-braval1-asw003-stack02 >
Business impact - < No Impact>
Case has been accepted by SMARTS ASG and initial investigations are being carried out. Outcome of the investigation will be updated within the next 24 hours.
Any deadlines impacted and understood

 
*** RESEARCH LOG 15/05/2019 10:24:50 nxbap51 Action Type: Action Taken
***  Auto Inactive Workgroup        Bhanu Chandra Pendem  07467 472 666  nxbap51
Hi Isha,

Please confirm whether this device un-ula-braval1-asw003-stack02 is commissioned correctly in NMDB ?

I do not see in Smarts and provide me screen shot where telnet is failing and not showing up serial number .

Regards,
Bhanu Chandra  | EMSE SMARTS ASG | Technology, Service and Operations <https://intra.bt.com/bt/tso/Pages/index.aspx>
BT Global Services ,Orion Building, Adastral Park, Ipswich, IP5 3RE
In Case of Escalation or Feedback , please contact Sreejith Sivaraman / Mudit Jain 
PS: If you are happy with the effort  taken by me, kindly drop me an e-card at <https://www.rewardscentral.bt.com/>

British Telecommunications plc
Registered office: 81 Newgate Street London EC1A 7AJ Registered in England no. 1800000. 
This email contains BT information which may be privileged or confidential. It is meant only for the individual(S) or entity named above. If you are not the intended recipient, note that disclosing, copying, distributing or using this information is prohibited. If you have received this email in error, please let me know immediately on the email above. Thank you.  We monitor our email system and may record your emails.
Please think of the environment before printing this email



 
*** RESEARCH LOG 15/05/2019 11:36:45 nxbap51 Action Type: Action Taken
***  Auto Inactive Workgroup        Bhanu Chandra Pendem  07467 472 666  nxbap51
HI Prashansa,

That was being raised by ORT . Thanks for clarity.

BR
Isha Sharma 

From: Pendem,BC,Bhanu Chandra,TNG1 C 
Sent: 15 May 2019 15:38
To: Talwar,P,Prashansa,CSF7E R <prashansa.talwar@bt.com <mailto:prashansa.talwar@bt.com>>; Sharma,I,Isha,CSF7C R <isha.sharma@bt.com <mailto:isha.sharma@bt.com>>
Cc: Maggu,R,Rashee,CSF7E R <rashee.maggu@bt.com <mailto:rashee.maggu@bt.com>>
Subject: RE: Regarding CE345622::EMSE SMARTS - un-ula-braval1-asw003-stack02

Exactly so I asked to double check before raising cases.

Regards,
Bhanu Chandra  | EMSE SMARTS ASG | Technology, Service and Operations <https://intra.bt.com/bt/tso/Pages/index.aspx>
BT Global Services ,Orion Building, Adastral Park, Ipswich, IP5 3RE
In Case of Escalation or Feedback , please contact Sreejith Sivaraman / Mudit Jain 
PS: If you are happy with the effort  taken by me, kindly drop me an e-card at <https://www.rewardscentral.bt.com/>

British Telecommunications plc
Registered office: 81 Newgate Street London EC1A 7AJ Registered in England no. 1800000. 
This email contains BT information which may be privileged or confidential. It is meant only for the individual(S) or entity named above. If you are not the intended recipient, note that disclosing, copying, di...",BTCOREDESK AUTOMATED PASSWORD Generated Application EMSE SMARTS Isha Sharma UIN ishasharma Primary Secondary EMSE SMARTS Issue Issues screenshot Full Description FCW1943B1ZK unulabraval1asw003stack02 Serial could checked telnet dispatched UKEEMSESMARTS Use Only Robot nxbap51 Auto Inactive Bhanu Chandra Pendem nxbap51 BT/Infosys UKEEMSESMARTS APP07163 Initial observation EMSE SMARTS unulabraval1asw003stack02 Business Impact accepted SMARTS initial investigations carried Outcome investigation updated next hours deadlines impacted understood nxbap51 Auto Inactive Bhanu Chandra Pendem nxbap51 Isha whether unulabraval1asw003stack02 commissioned correctly Smarts screen shot telnet failing showing serial number Bhanu Chandra EMSE SMARTS Operations https //intrabtcom/bt/tso/Pages/indexaspx Global Services Orion Building Adastral Ipswich IP5RE In Escalation Feedback contact Sreejith Sivaraman Mudit Jain PS happy effort taken kindly drop ecard https //wwwrewardscentralbtcom/ British Telecommunications plc Registered office Newgate Street London EC1AAJ Registered England contains may privileged confidential It S named intended disclosing distributing using received error Thank monitor system may record emails think environment printing nxbap51 Auto Inactive Bhanu Chandra Pendem nxbap51 HI Prashansa That raised ORT clarity BR Isha Sharma From Pendem BC Bhanu Chandra TNG1 C Sent May Talwar P Prashansa CSF7E R prashansatalwar mailto prashansatalwar Sharma Isha CSF7C R ishasharma mailto ishasharma Cc Maggu R Rashee CSF7E R rasheemaggu mailto rasheemaggu Subject RE Regarding CE345622 EMSE SMARTS unulabraval1asw003stack02 Exactly asked double raising cases Bhanu Chandra EMSE SMARTS Operations https //intrabtcom/bt/tso/Pages/indexaspx Global Services Orion Building Adastral Ipswich IP5RE In Escalation Feedback contact Sreejith Sivaraman Mudit Jain PS happy effort taken kindly drop ecard https //wwwrewardscentralbtcom/ British Telecommunications plc Registered office Newgate Street London EC1AAJ Registered England contains may privileged confidential It S named intended disclosing di
1215,Standalone W4Net,There is no WAN utilizaiton report from 10th May on Watch4net,"
*** NOTES 15/05/2019 03:42:11 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
mypra-zrh1
mypra-crh1
mysub-zrh1
mysub-crh1
myjhb-zrh1
mykch-zrh1
mykul-zrh1


 
*** RESEARCH LOG 16/05/2019 12:35:25 nxsjp53 Action Type: Action Taken
*** APLSUPWATCH4NET        Sonal Poojary    nxsjp53
As we have receieved confirmation from Lazslo that the devices are reporting, we are now heading to close this case.


 

*** NOTES 16/05/2019 12:38:11 nxsjp53 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 16/05/2019 12:38:12 nxsjp53
Case Closed
",myprazrh1 mypracrh1 mysubzrh1 mysubcrh1 myjhbzrh1 mykchzrh1 mykulzrh1 nxsjp53 APLSUPWATCH4NET Poojary nxsjp53 receieved confirmation Lazslo reporting heading close nxsjp53 nxsjp53
1216,NIAB,Check for open tickets in NIAB,"
*** NOTES 15/05/2019 06:45:21 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Check for open tickets in NIAB


 
*** EMAIL OUT 16/05/2019 07:17:25 nxral63 Action Type: Internal email
Send to: [rohit.bande@bt.com]
CC List: [niab.support@bt.com]
*** APLSUPGSNIAB        Rokya Logu  +91 8148352930  nxral63
Hi Rohit,

Ticketing is not enabled for BUPA contract. Since no actions are pending from NIAB, we will close this case.



Regards
NIAB

***************************************************************************
NOTE: Please do not reply or send queries as this mail box is not monitored.
***************************************************************************

*** NOTES 16/05/2019 11:27:48 nxral63 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 16/05/2019 11:27:49 nxral63
Case Closed
",Check open tickets NIAB EMAIL OUT nxral63 Send rohitbande CC List niabsupport APLSUPGSNIAB nxral63 Rohit Ticketing enabled BUPA contract Since actions pending NIAB close NIAB reply queries box monitored nxral63 nxral63
1217,IONIX NCM,Discovery with correct device name and config fetch issue,"
*** NOTES 15/05/2019 09:28:44 wsluser Action Type: PM Team
*** HELPWWW        Web Access    wsluser
Hi Ionix ASG Team,

Could you please help to resolve the case of Discovery with correct device name and config fetch issue for below devices. They were part of planned Hardware replacement change.

lbg-2o-leed50961736-as15	10.203.136.241
lbg-2o-leed50961736-as16	10.203.194.241

Regards,
Beejon Sahu


 
*** RESEARCH LOG 16/05/2019 12:28:18 nxsfg83 Action Type: Action Taken
*** APLSUPIONIX        SharanKumar Gutti  91988 073 5559  nxsfg83
Hi Team,

As per confirmation config and hostname issue is fixed and no action pending from our end hence case is closed.

Warm Regards,
IONIX ASG

*** NOTES 16/05/2019 12:29:36 nxsfg83 Action Type: PM Team
Resolution Code =Request Completed

*** CASE CLOSE 16/05/2019 12:29:37 nxsfg83
Case Closed
",Ionix Could help resolve Discovery correct config fetch They part planned Hardware replacement change lbg2oleed50961736as15 lbg2oleed50961736as16 Beejon Sahu nxsfg83 APLSUPIONIX nxsfg83 per confirmation config hostname fixed action pending end hence closed IONIX nxsfg83 nxsfg83
